"first_name","last_name","nickname","wins","losses","draws","height","weight","reach","stance","birth_date","last_fight_date","total_fights"
"Oban","Elliott","The Welsh Gangster",12,2,0,"6' 0""","170 lbs.","72""","Orthodox","Dec 19, 1997","November 16, 2024",14
"Eduarda","Moura","Ronda",11,1,0,"5' 6""","125 lbs.","66""","Orthodox","Feb 28, 1994","November 16, 2024",12
"Reinier","de Ridder","Rdr",19,2,0,"6' 4""","185 lbs.","78""","Southpaw","Sep 07, 1990","November 09, 2024",21
"Cortavious","Romious","",9,3,0,"5' 4""","135 lbs.","68""","Southpaw","Jan 06, 1994","November 09, 2024",12
"Zachary","Scroggin","",7,1,0,"6' 3""","170 lbs.","74""","Orthodox","Mar 09, 1996","November 09, 2024",8
"Klaudia","Sygula","",6,2,0,"5' 8""","135 lbs.","69""","Orthodox","Dec 30, 1998","November 09, 2024",8
"Ivana","Petrovic","",7,2,0,"5' 8""","125 lbs.","70""","Southpaw","Jun 11, 1994","November 02, 2024",9
"Rafael","Cerqueira","The Lion",11,2,0,"6' 3""","205 lbs.","76""","Southpaw","Mar 15, 1991","October 26, 2024",13
"Carlos","Leal","The Lion",21,6,0,"5' 11""","170 lbs.","74""","Orthodox","May 04, 1994","October 26, 2024",27
"Sumudaerji","","The Tibetan Eagle",16,7,0,"5' 8""","125 lbs.","72""","Southpaw","Jan 20, 1996","October 19, 2024",23
"Cameron","Smotherman","The Baby-faced Killa",12,4,0,"5' 9""","135 lbs.","69""","Orthodox","Sep 17, 1997","October 19, 2024",16
"Tamires","Vidal","Tractor",7,4,0,"5' 6""","135 lbs.","68""","Orthodox","Jul 27, 1998","October 19, 2024",11
"Ramazan","Temirov","Temurlan",18,3,0,"5' 4""","125 lbs.","63""","Orthodox","Jan 31, 1997","October 12, 2024",21
"Sean","Sharaf","The Smoke",4,1,0,"6' 3""","252 lbs.","77""","Orthodox","Jul 11, 1993","October 12, 2024",5
"Cody","Haddon","",8,1,0,"5' 7""","135 lbs.","69""","Orthodox","Sep 08, 1998","October 12, 2024",9
"Lucas","Rocha","Fenomeno",17,2,0,"5' 3""","125 lbs.","64""","Orthodox","Aug 12, 2000","October 12, 2024",19
"Ivan","Erslan","",14,4,0,"6' 2""","205 lbs.","72""","Orthodox","Nov 15, 1991","September 28, 2024",18
"Aoriqileng","","The Mongolian Murderer",25,12,0,"5' 7""","135 lbs.","69""","Orthodox","Jun 25, 1993","September 14, 2024",37
"Dylan","Budka","The Mindless Hulk",7,5,0,"6' 0""","185 lbs.","75""","Switch","Jan 14, 2000","September 07, 2024",12
"Nathan","Fletcher","",9,1,0,"5' 7""","135 lbs.","70""","Orthodox","Jan 03, 1998","September 07, 2024",10
"Ryan","Loder","Man Of Steel",8,1,0,"6' 2""","185 lbs.","76""","Southpaw","Jun 05, 1991","August 24, 2024",9
"Mairon","Santos","The Legend",15,1,0,"5' 7""","145 lbs.","72""","Orthodox","Jun 10, 2000","August 24, 2024",16
"Jose","Daniel Medina","Chicho",11,4,0,"6' 0""","185 lbs.","74""","Orthodox","May 17, 1991","August 24, 2024",15
"James","Llontop","Goku",14,5,0,"6' 0""","155 lbs.","73""","Orthodox","Aug 02, 1999","August 24, 2024",19
"Valter","Walker","The Clean Monster",13,1,0,"6' 6""","265 lbs.","78""","Orthodox","Dec 14, 1997","August 17, 2024",14
"Nikolay","Veretennikov","",12,6,0,"6' 1""","170 lbs.","74""","Orthodox","Dec 22, 1989","August 10, 2024",18
"Quang","Le","Bang",8,2,0,"5' 6""","135 lbs.","70""","Orthodox","Oct 18, 1991","August 10, 2024",10
"Charalampos","Grigoriou","Ferocious",8,5,0,"5' 7""","135 lbs.","67""","Orthodox","Mar 31, 1992","August 10, 2024",13
"Karl","Williams","",10,2,0,"6' 3""","235 lbs.","79""","Orthodox","Jan 06, 1990","August 10, 2024",12
"Kaue","Fernandes","",9,2,0,"5' 9""","155 lbs.","73""","Orthodox","Mar 17, 1995","August 03, 2024",11
"Jordan","Vucenic","The Epidemic",13,3,0,"5' 10""","155 lbs.","73""","Orthodox","Mar 02, 1996","August 03, 2024",16
"Alice","Ardelean","",9,7,0,"5' 3""","115 lbs.","62""","Orthodox","Apr 19, 1992","July 27, 2024",16
"Dione","Barbosa","The Witch",7,3,0,"5' 6""","125 lbs.","66""","Orthodox","May 08, 1992","July 20, 2024",10
"Thomas","Petersen","The Train",9,3,0,"6' 1""","264 lbs.","74""","Southpaw","Mar 30, 1995","July 20, 2024",12
"Fatima","Kline","The Archangel",7,1,0,"5' 6""","115 lbs.","67""","Orthodox","Jul 12, 2000","July 13, 2024",8
"Vinicius","Oliveira","Lokdog",22,3,0,"5' 9""","135 lbs.","70""","Switch","Nov 30, 1995","June 29, 2024",25
"Antonio","Trocoli","Malvado",12,5,0,"6' 6""","185 lbs.","79""","Orthodox","Dec 06, 1990","June 22, 2024",17
"Felipe","Lima","Jungle Boy",14,1,0,"5' 6""","145 lbs.","68""","Orthodox","May 07, 1998","June 22, 2024",15
"ChangHo","Lee","",10,1,0,"5' 8""","135 lbs.","69""","Orthodox","May 09, 1994","June 22, 2024",11
"Tatsuro","Taira","",16,1,0,"5' 7""","125 lbs.","70""","Orthodox","Jan 27, 2000","June 15, 2024",17
"Julia","Polastri","Psycho",13,4,0,"5' 2""","115 lbs.","63""","Orthodox","Mar 05, 1998","June 15, 2024",17
"Zachary","Reese","Savage",8,2,0,"6' 4""","185 lbs.","77""","Switch","Mar 24, 1994","June 08, 2024",10
"Punahele","Soriano","Puna",11,4,0,"5' 11""","170 lbs.","72""","Southpaw","Nov 22, 1992","June 08, 2024",15
"Puja","Tomar","Cyclone",9,4,0,"5' 4""","115 lbs.","59""","Southpaw","Dec 05, 1993","June 08, 2024",13
"Tuco","Tokkos","",10,5,0,"6' 4""","205 lbs.","76""","Orthodox","Jun 30, 1990","May 18, 2024",15
"Mateusz","Rebecki","",20,2,0,"5' 7""","155 lbs.","66""","Southpaw","Nov 03, 1992","May 11, 2024",22
"Robelis","Despaigne","The Big Boy",5,2,0,"6' 7""","265 lbs.","84""","Orthodox","Sep 09, 1988","May 11, 2024",7
"Vitor","Petrino","",11,2,0,"6' 2""","205 lbs.","77""","Orthodox","Aug 28, 1997","May 04, 2024",13
"Ernesta","Kareckaite","Heavy-handed",6,1,1,"5' 9""","125 lbs.","71""","Orthodox","Jul 05, 1998","May 04, 2024",8
"Karine","Silva","Killer",18,5,0,"5' 5""","125 lbs.","67""","Orthodox","Dec 02, 1993","April 27, 2024",23
"Jhonata","Diniz","",8,1,0,"6' 4""","254 lbs.","79""","Orthodox","Jun 23, 1991","April 27, 2024",9
"Chris","Padilla","Taco",15,6,0,"5' 9""","155 lbs.","74""","Orthodox","Sep 14, 1995","April 27, 2024",21
"Liang","Na","The Dragon Girl",19,8,0,"5' 5""","125 lbs.","67""","Orthodox","Jul 27, 1996","April 27, 2024",27
"Maheshate","","",10,4,0,"6' 0""","155 lbs.","71""","Orthodox","Dec 01, 1999","April 27, 2024",14
"Kayla","Harrison","",18,1,0,"5' 8""","135 lbs.","66""","Southpaw","Jul 02, 1990","April 13, 2024",19
"Victor","Hugo","Striker",25,5,0,"5' 7""","135 lbs.","71""","Orthodox","Nov 22, 1992","April 06, 2024",30
"Jean","Matsumoto","",16,1,0,"5' 6""","135 lbs.","68""","Orthodox","Sep 09, 1999","April 06, 2024",17
"Cesar","Almeida","Cesinha",7,1,0,"6' 1""","185 lbs.","74""","Orthodox","Mar 28, 1988","April 06, 2024",8
"Nora","Cornolle","",8,2,0,"5' 7""","135 lbs.","67""","Orthodox","Dec 06, 1989","April 06, 2024",10
"Connor","Matthews","The Controller",7,3,0,"5' 8""","145 lbs.","71""","Switch","May 31, 1992","March 30, 2024",10
"Luis","Pajuelo","Corazon De Leon",8,2,0,"5' 10""","145 lbs.","69""","Orthodox","Dec 18, 1994","March 23, 2024",10
"Steven","Nguyen","The Ninja",9,2,0,"5' 11""","145 lbs.","73""","Switch","May 19, 1993","March 23, 2024",11
"Daria","Zhelezniakova","Iron Lady",9,2,0,"5' 9""","135 lbs.","68""","Orthodox","Jan 23, 1996","March 23, 2024",11
"Andre","Lima","Mascote",10,0,0,"5' 7""","125 lbs.","67""","Orthodox","Feb 04, 1999","March 23, 2024",10
"Mick","Parkin","",10,0,0,"6' 4""","265 lbs.","79""","Orthodox","Oct 02, 1995","March 23, 2024",10
"Danny","Silva","El Puma",9,1,0,"5' 11""","145 lbs.","70""","Switch","Jan 30, 1997","March 16, 2024",10
"Mitch","Ramirez","",8,2,0,"5' 11""","155 lbs.","71""","Orthodox","Nov 03, 1992","March 16, 2024",10
"Chad","Anheliger","The Monster",13,8,0,"5' 6""","135 lbs.","64""","Orthodox","Dec 01, 1986","March 16, 2024",21
"Michael","Page","Venom",23,3,0,"6' 3""","170 lbs.","79""","Switch","Apr 07, 1987","March 09, 2024",26
"Bekzat","Almakhan","The Turan Warrior",11,2,0,"5' 7""","135 lbs.","68""","Orthodox","Oct 08, 1997","March 02, 2024",13
"Benardo","Sopaj","Lion King",12,3,0,"5' 6""","135 lbs.","66""","Orthodox","Sep 25, 2000","March 02, 2024",15
"AJ","Cunningham","The Savage",11,4,0,"5' 10""","135 lbs.","71""","Orthodox","Sep 07, 1994","March 02, 2024",15
"Chris","Duncan","The Problem",12,2,0,"5' 10""","155 lbs.","71""","Orthodox","May 10, 1993","February 24, 2024",14
"Carlos","Vera","Pequeno",11,4,0,"5' 6""","135 lbs.","69""","Orthodox","Nov 05, 1987","February 17, 2024",15
"Brendson","Ribeiro","The Gorilla",16,7,0,"6' 3""","205 lbs.","81""","Orthodox","Sep 08, 1996","February 17, 2024",23
"Danny","Barlow","Lefthand2god",9,0,0,"6' 2""","170 lbs.","79""","Southpaw","Aug 02, 1995","February 17, 2024",9
"Carlos","Prates","The Nightmare",21,6,0,"6' 1""","170 lbs.","78""","Switch","Aug 17, 1993","February 10, 2024",27
"Timmy","Cuamba","Twilight",8,3,0,"5' 9""","145 lbs.","71""","Orthodox","Feb 08, 1999","February 10, 2024",11
"Hyder","Amil","The Hurricane",10,0,0,"5' 9""","145 lbs.","70""","Switch","May 28, 1990","February 10, 2024",10
"Aoriqileng","","The Mongolian Murderer",25,12,0,"5' 7""","135 lbs.","69""","Orthodox","Jun 25, 1993","February 10, 2024",37
"MarQuel","Mederos","",9,1,0,"5' 10""","155 lbs.","69""","Orthodox","Nov 30, 1996","February 03, 2024",10
"Ramon","Taveras","The Savage",10,3,0,"5' 8""","135 lbs.","70""","Southpaw","Jan 09, 1994","January 20, 2024",13
"Sam","Patterson","",12,2,1,"6' 3""","170 lbs.","78""","Orthodox","Apr 30, 1996","January 20, 2024",15
"Jean","Silva","Lord",15,2,0,"5' 7""","145 lbs.","69""","Orthodox","Dec 27, 1996","January 13, 2024",17
"Tom","Nolan","Big Train",9,1,0,"6' 3""","155 lbs.","73""","Southpaw","Mar 08, 2000","January 13, 2024",10
"Felipe","Bunes","Felipinho",14,7,0,"5' 7""","125 lbs.","69""","Orthodox","Oct 29, 1989","January 13, 2024",21
"Paddy","Pimblett","The Baddy",22,3,0,"5' 10""","155 lbs.","73""","Orthodox","Jan 03, 1995","December 16, 2023",25
"Shamil","Gaziev","",14,1,0,"6' 4""","265 lbs.","78""","Orthodox","Feb 10, 1990","December 16, 2023",15
"Sumudaerji","","The Tibetan Eagle",16,7,0,"5' 8""","125 lbs.","72""","Southpaw","Jan 20, 1996","December 09, 2023",23
"Kevin","Jousset","Air",10,4,0,"6' 2""","170 lbs.","75""","Orthodox","May 02, 1993","December 09, 2023",14
"Shannon","Ross","The Turkish Delight",13,9,0,"5' 6""","125 lbs.","66""","Switch","May 12, 1989","December 09, 2023",22
"Talita","Alencar","Problem Child",5,1,1,"5' 1""","115 lbs.","58""","Orthodox","Oct 17, 1990","December 09, 2023",7
"Julia","Avila","Raging Panda",9,4,0,"5' 7""","135 lbs.","68""","Orthodox","May 11, 1988","December 02, 2023",13
"Myktybek","Orolbai","",13,2,1,"5' 10""","155 lbs.","74""","Orthodox","Feb 10, 1998","November 18, 2023",16
"Caio","Machado","Bigfoot",8,4,1,"6' 4""","250 lbs.","78""","Southpaw","Jul 20, 1994","November 18, 2023",13
"Rafael","Estevam","Macapa",13,0,0,"5' 8""","125 lbs.","69""","Orthodox","Aug 10, 1996","November 18, 2023",13
"Kevin","Borjas","El Gallo Negro",9,3,0,"5' 5""","125 lbs.","68""","Orthodox","Dec 06, 1997","November 11, 2023",12
"Kaynan","Kruschewsky","Bahia",15,3,0,"6' 0""","155 lbs.","73""","Orthodox","Apr 04, 1991","November 04, 2023",18
"Muhammad","Mokaev","The Punisher",13,0,0,"5' 7""","125 lbs.","70""","Orthodox","Jul 30, 2000","October 21, 2023",13
"Nick","Klein","Blue Collar",6,2,0,"6' 1""","185 lbs.","77""","Orthodox","Sep 08, 1995","February 22, 2025",8
"Ravena","Oliveira","Kenoudy",7,2,1,"5' 5""","115 lbs.","65""","Orthodox","Feb 20, 1997","October 14, 2023",10
"Brendon","Marotte","The Kid",8,3,0,"5' 9""","145 lbs.","70""","Orthodox","Jan 12, 1996","October 14, 2023",11
"Melissa","Mullins","No Mess",7,1,0,"5' 7""","135 lbs.","68""","Orthodox","Jul 23, 1991","October 14, 2023",8
"Alatengheili","","The Mongolian Knight",17,9,2,"5' 5""","135 lbs.","66""","Orthodox","Dec 14, 1991","October 14, 2023",28
"Montserrat","Rendon","Monster",6,1,0,"5' 8""","135 lbs.","68""","Orthodox","Mar 16, 1989","September 23, 2023",7
"Jack","Della Maddalena","",17,2,0,"5' 11""","170 lbs.","73""","Switch","Sep 10, 1996","September 16, 2023",19
"Charlie","Campbell","The Cannibal",9,2,0,"6' 0""","155 lbs.","72""","Orthodox","Jul 03, 1995","September 16, 2023",11
"Marnic","Mann","The Sawed-off Savage",6,3,0,"5' 0""","115 lbs.","64""","Southpaw","Mar 05, 1993","September 16, 2023",9
"Felipe","dos Santos","Lipe Detona",8,2,0,"5' 7""","125 lbs.","70""","Orthodox","Sep 11, 2000","September 09, 2023",10
"Austen","Lane","",13,5,0,"6' 6""","245 lbs.","80""","Orthodox","Nov 09, 1987","September 09, 2023",18
"Landon","Quinones","The Lone Wolf",7,3,1,"5' 9""","155 lbs.","70""","Southpaw","Nov 21, 1995","September 09, 2023",11
"Charles","Radtke","Chuck Buffalo",10,4,0,"5' 9""","170 lbs.","72""","Orthodox","Jul 09, 1990","September 09, 2023",14
"Kiefer","Crosbie","Bdk",10,5,0,"5' 11""","170 lbs.","70""","Switch","Apr 05, 1990","September 09, 2023",15
"Bogdan","Guskov","Czarevitch",17,3,0,"6' 3""","205 lbs.","76""","Orthodox","Sep 12, 1992","September 02, 2023",20
"Yanis","Ghemmouri","The Desert Warrior",12,3,0,"5' 9""","135 lbs.","69""","Orthodox","Jan 24, 1995","September 02, 2023",15
"Manolo","Zecchini","Angelo Veneziano",11,4,0,"5' 8""","145 lbs.","68""","Orthodox","Oct 22, 1996","September 02, 2023",15
"Caolan","Loughran","The Don",9,2,0,"5' 6""","135 lbs.","68""","Orthodox","May 18, 1996","September 02, 2023",11
"Jacqueline","Cavalcanti","",9,1,0,"5' 8""","135 lbs.","70""","Orthodox","Aug 29, 1997","September 02, 2023",10
"Yusaku","Kinoshita","",6,3,0,"6' 0""","170 lbs.","71""","Southpaw","Aug 21, 2000","August 26, 2023",9
"Isaac","Dulgarian","The Midwest Choppa",7,1,0,"5' 7""","145 lbs.","71""","Orthodox","Jul 04, 1996","August 12, 2023",8
"Jose","Johnson","Zhakwarius",16,10,0,"6' 0""","125 lbs.","71""","Orthodox","May 20, 1995","August 12, 2023",26
"Luana","Santos","",8,2,0,"5' 6""","125 lbs.","67""","Orthodox","Apr 16, 2000","August 12, 2023",10
"Dennis","Buzukja","The Great",12,5,0,"5' 9""","145 lbs.","70""","Switch","Oct 01, 1997","August 05, 2023",17
"Asu","Almabayev","Zulfikar",21,2,0,"5' 4""","125 lbs.","65""","Orthodox","Jan 25, 1994","August 05, 2023",23
"Darrius","Flowers","Beast Mode",12,8,1,"5' 9""","155 lbs.","71""","Orthodox","Aug 25, 1994","July 29, 2023",21
"Jonny","Parsons","The Sluggernaut",9,3,0,"5' 9""","170 lbs.","69""","Orthodox","Sep 06, 1991","July 22, 2023",12
"Bruna","Brasil","",10,5,1,"5' 6""","125 lbs.","65""","Orthodox","Sep 07, 1993","July 22, 2023",16
"Daniel","Barez","",17,6,0,"5' 6""","125 lbs.","66""","Orthodox","Dec 10, 1988","July 22, 2023",23
"Bassil","Hafez","The Habibi",9,4,1,"5' 11""","170 lbs.","72""","Orthodox","Jan 31, 1992","July 15, 2023",14
"Azat","Maksum","Qazaq",17,1,0,"5' 7""","125 lbs.","70""","Southpaw","Feb 02, 1995","July 15, 2023",18
"Val","Woodburn","The Animal",7,2,0,"5' 8""","170 lbs.","74""","Orthodox","Aug 10, 1993","July 08, 2023",9
"Edgar","Chairez","Puro Chicali",11,6,0,"5' 7""","125 lbs.","71""","Orthodox","Jan 27, 1996","July 08, 2023",17
"Terrence","Mitchell","",14,4,0,"5' 10""","135 lbs.","74""","Orthodox","Dec 30, 1989","July 08, 2023",18
"Esteban","Ribovics","El Gringo",14,1,0,"5' 10""","155 lbs.","69""","Orthodox","Apr 27, 1996","July 08, 2023",15
"Abus","Magomedov","",27,6,1,"6' 2""","185 lbs.","78""","Orthodox","Sep 02, 1990","July 01, 2023",34
"Michael","Morales","",17,0,0,"6' 0""","170 lbs.","79""","Orthodox","Jun 24, 1999","July 01, 2023",17
"Nursulton","Ruziboev","Black",35,9,2,"6' 5""","185 lbs.","76""","Orthodox","Nov 19, 1993","July 01, 2023",46
"Westin","Wilson","",17,9,0,"6' 1""","145 lbs.","73""","Southpaw","Jan 24, 1989","July 01, 2023",26
"Joshua","Van","The Fearless",12,2,0,"5' 5""","125 lbs.","65""","Orthodox","Oct 10, 2001","June 24, 2023",14
"Chepe","Mariscal","Machine Gun",17,6,0,"5' 7""","145 lbs.","69""","Orthodox","Oct 27, 1992","June 24, 2023",23
"Jack","Jenkins","Phar",13,4,0,"5' 7""","145 lbs.","68""","Switch","Nov 03, 1993","June 24, 2023",17
"Sedriques","Dumas","The Reaper",10,2,0,"6' 2""","185 lbs.","79""","Orthodox","Aug 06, 1995","June 24, 2023",12
"Christian","Leroy Duncan","Cld",10,2,0,"6' 2""","185 lbs.","79""","Switch","Jul 24, 1995","June 17, 2023",12
"Aoriqileng","","The Mongolian Murderer",25,12,0,"5' 7""","135 lbs.","69""","Orthodox","Jun 25, 1993","June 10, 2023",37
"Steve","Erceg","Astroboy",12,3,0,"5' 8""","125 lbs.","68""","Orthodox","Jul 27, 1995","June 10, 2023",15
"Jesse","Butler","",12,6,0,"5' 10""","135 lbs.","73""","Orthodox","May 24, 1992","June 03, 2023",18
"Ketlen","Souza","Esquentadinha",15,5,0,"5' 3""","115 lbs.","63""","Orthodox","Aug 18, 1994","June 03, 2023",20
"Muin","Gafurov","Tajik",20,6,0,"5' 7""","135 lbs.","68""","Orthodox","May 17, 1996","June 03, 2023",26
"Muhammad","Naimov","Hillman",12,3,0,"5' 9""","145 lbs.","70""","Orthodox","Aug 07, 1994","June 03, 2023",15
"Luan","Lacerda","",12,3,0,"5' 7""","135 lbs.","71""","Orthodox","Jan 07, 1993","June 03, 2023",15
"Ian","Machado Garry","The Future",15,1,0,"6' 3""","170 lbs.","74""","Orthodox","Nov 17, 1997","May 13, 2023",16
"Tainara","Lisboa","Thai Panther",7,2,0,"5' 7""","135 lbs.","67""","Orthodox","Mar 02, 1991","May 13, 2023",9
"Diego","Lopes","",26,6,0,"5' 11""","145 lbs.","72""","Orthodox","Dec 30, 1994","May 06, 2023",32
"Rolando","Bedoya","The Machine",14,4,0,"5' 11""","155 lbs.","74""","Orthodox","Jan 13, 1997","May 06, 2023",18
"Ikram","Aliskerov","",15,2,0,"6' 0""","185 lbs.","76""","Southpaw","Dec 07, 1992","May 06, 2023",17
"Claudio","Ribeiro","",11,5,0,"6' 1""","185 lbs.","77""","Orthodox","Jul 17, 1992","May 06, 2023",16
"Fernando","Padilla","El Valiente",16,6,0,"6' 1""","145 lbs.","76""","Orthodox","Dec 15, 1996","April 29, 2023",22
"Trey","Waters","The Truth",9,1,0,"6' 5""","170 lbs.","77""","Orthodox","Feb 21, 1995","April 29, 2023",10
"Irina","Alekseeva","Russian Ronda",5,2,0,"5' 8""","135 lbs.","67""","Orthodox","Jun 27, 1990","April 29, 2023",7
"Marcus","McGhee","The Maniac",10,1,0,"5' 8""","135 lbs.","69""","Orthodox","May 07, 1990","April 29, 2023",11
"Jamey-Lyn","Horth","",7,2,0,"5' 7""","125 lbs.","66""","Orthodox","Mar 30, 1990","April 29, 2023",9
"Brogan","Walker","The Bear",8,4,0,"5' 4""","125 lbs.","67""","Switch","Aug 02, 1988","April 22, 2023",12
"Junior","Tafa","The Juggernaut",6,3,0,"6' 3""","240 lbs.","75""","Orthodox","Sep 21, 1996","April 22, 2023",9
"William","Gomis","Jaguar",14,2,0,"6' 0""","145 lbs.","73""","Southpaw","Jun 13, 1997","April 22, 2023",16
"Piera","Rodriguez","La Fiera",10,2,0,"5' 3""","115 lbs.","63""","Orthodox","Nov 11, 1992","April 15, 2023",12
"Denise","Gomes","Dee",10,3,0,"5' 2""","115 lbs.","63""","Orthodox","Dec 30, 1999","April 15, 2023",13
"Gaston","Bolanos","The Dreamkiller",8,4,0,"5' 7""","135 lbs.","69""","Orthodox","Sep 14, 1992","April 15, 2023",12
"Joe","Pyfer","Bodybagz",13,3,0,"6' 2""","185 lbs.","75""","Orthodox","Sep 17, 1996","April 08, 2023",16
"Vinicius","Salvador","",14,7,0,"5' 7""","135 lbs.","70""","Southpaw","Jul 24, 1996","March 25, 2023",21
"Yanal","Ashmouz","Red Fox",8,1,0,"5' 9""","155 lbs.","69""","Orthodox","Mar 31, 1995","March 18, 2023",9
"Jafel","Filho","Pastor",16,3,0,"5' 7""","125 lbs.","68""","Orthodox","May 05, 1993","March 18, 2023",19
"Gabriel","Santos","Mosquitinho",12,2,0,"5' 9""","145 lbs.","70""","Orthodox","Nov 28, 1996","March 18, 2023",14
"Cameron","Saaiman","Msp",9,2,0,"5' 8""","135 lbs.","67""","Southpaw","Dec 20, 2000","March 04, 2023",11
"Farid","Basharat","Ferocious",13,0,0,"5' 8""","135 lbs.","71""","Orthodox","Aug 02, 1997","March 04, 2023",13
"Loik","Radzhabov","The Tajik Tank",18,6,1,"5' 11""","155 lbs.","69""","Orthodox","Sep 17, 1990","March 04, 2023",25
"Trevor","Peek","",9,3,0,"5' 9""","155 lbs.","70""","Switch","Jan 09, 1995","February 25, 2023",12
"Gabriella","Fernandes","Gabi",10,3,0,"5' 6""","125 lbs.","66""","Southpaw","Aug 13, 1993","February 25, 2023",13
"Victor","Martinez","The Brick",13,6,0,"5' 8""","155 lbs.","70""","Orthodox","Jul 17, 1991","February 25, 2023",19
"Carl","Deaton","The Anishinaabe Kid",17,7,0,"5' 7""","155 lbs.","69""","Orthodox","Nov 24, 1989","February 25, 2023",24
"Nurullo","Aliev","Tajik Eagle",10,0,0,"5' 10""","155 lbs.","72""","Orthodox","Dec 08, 2000","February 25, 2023",10
"Jamal","Pogues","",11,5,0,"6' 3""","205 lbs.","77""","Orthodox","Dec 01, 1995","February 18, 2023",16
"Khusein","Askhabov","Nohcho",23,1,0,"5' 8""","145 lbs.","69""","Orthodox","Feb 13, 1995","February 18, 2023",24
"Themba","Gorimbo","The Answer",14,5,0,"6' 1""","170 lbs.","77""","Orthodox","Jan 23, 1991","February 18, 2023",19
"Kleydson","Rodrigues","Kr",8,4,0,"5' 5""","135 lbs.","67""","Orthodox","Oct 22, 1995","February 11, 2023",12
"Francisco","Prado","",12,3,0,"5' 10""","170 lbs.","69""","Orthodox","Jun 16, 2002","February 11, 2023",15
"Blake","Bilder","El Animal",8,2,1,"5' 8""","145 lbs.","68""","Switch","Jul 12, 1990","February 11, 2023",11
"Elves","Brener","",16,5,0,"5' 10""","155 lbs.","72""","Orthodox","Sep 27, 1997","February 11, 2023",21
"Anshul","Jubli","King Of Lions",7,2,0,"6' 0""","155 lbs.","69""","Switch","Jan 13, 1995","February 04, 2023",9
"Yizha","","",25,5,0,"5' 7""","145 lbs.","71""","Orthodox","Jan 08, 1997","February 04, 2023",30
"Rinya","Nakamura","Hybred",9,1,0,"5' 7""","135 lbs.","68""","Southpaw","Mar 23, 1995","February 04, 2023",10
"HyunSung","Park","Peace Of Mind",9,0,0,"5' 7""","125 lbs.","66""","Orthodox","Nov 04, 1995","February 04, 2023",9
"Jesus","Aguilar","",11,3,0,"5' 4""","125 lbs.","62""","Orthodox","Mar 13, 1996","February 04, 2023",14
"Brunno","Ferreira","The Hulk",12,2,0,"5' 10""","185 lbs.","72""","Orthodox","Nov 04, 1992","January 21, 2023",14
"Daniel","Marcos","Soncora",17,0,0,"5' 7""","135 lbs.","69""","Orthodox","Mar 07, 1993","January 21, 2023",17
"Jailton","Almeida","Malhadinho",22,3,0,"6' 3""","205 lbs.","79""","Orthodox","Jun 26, 1991","January 21, 2023",25
"Mateus","Mendonca","Bocao",10,3,0,"5' 6""","125 lbs.","71""","Orthodox","Jan 17, 1999","January 14, 2023",13
